context,gold_answers,predicted_answer,correct
A cat is on the right of a horse from the horse's perspective. The horse is facing away from the camera.,['right'],left,False
A cat is on the right of a horse from the horse's perspective. The horse is facing right relative to the camera.,['front'],left,False
A suitcase is to the left of a cow from the camera's perspective. The cow is facing toward the camera.,['left'],left,True
A suitcase is to the left of a cow from the camera's perspective. The cow is facing left relative to the camera.,['left'],left,True
A suitcase is to the left of a cow from the camera's perspective. The cow is facing away from the camera.,['left'],right,False
A suitcase is to the left of a cow from the camera's perspective. The cow is facing right relative to the camera.,['left'],left,True
A tree is to the left of a sheep from the sheep's perspective. The sheep is facing toward the camera.,['right'],right,True
A tree is to the left of a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['front'],right,False
A tree is to the left of a sheep from the sheep's perspective. The sheep is facing away from the camera.,['left'],right,False
A tree is to the left of a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['back'],left,False
A water tank is back of a fire hydrant.,['back'],back,True
A water tank is on the left of a suitcase.,['left'],left,True
A container is in front of a bicycle from the camera angle. The bicycle is facing toward the camera.,['front'],front,True
A container is in front of a bicycle from the camera angle. The bicycle is facing left relative to the camera.,['front'],front,True
A container is in front of a bicycle from the camera angle. The bicycle is facing away from the camera.,['front'],front,True
A container is in front of a bicycle from the camera angle. The bicycle is facing right relative to the camera.,['front'],left,False
A bag is to the left of a cow relative to the cow. The cow is facing toward the camera.,['right'],left,False
A bag is to the left of a cow relative to the cow. The cow is facing left relative to the camera.,['front'],right,False
A bag is to the left of a cow relative to the cow. The cow is facing away from the camera.,['left'],left,True
A bag is to the left of a cow relative to the cow. The cow is facing right relative to the camera.,['back'],left,False
A box is back of a deer from the deer's perspective. The deer is facing toward the camera.,['back'],back,True
A box is back of a deer from the deer's perspective. The deer is facing left relative to the camera.,['right'],right,True
A box is back of a deer from the deer's perspective. The deer is facing away from the camera.,['front'],front,True
A box is back of a deer from the deer's perspective. The deer is facing right relative to the camera.,['left'],left,True
A cow is in front of a bicycle from my perspective. The bicycle is facing toward me.,['front'],front,True
A cow is in front of a bicycle from my perspective. The bicycle is facing left relative to me.,['front'],left,False
A cow is in front of a bicycle from my perspective. The bicycle is facing away from me.,['front'],front,True
A cow is in front of a bicycle from my perspective. The bicycle is facing right relative to me.,['front'],left,False
A sheep is back of a chair relative to the chair. The chair is facing toward the camera.,['back'],back,True
A sheep is back of a chair relative to the chair. The chair is facing left relative to the camera.,['right'],right,True
A sheep is back of a chair relative to the chair. The chair is facing away from the camera.,['front'],back,False
A sheep is back of a chair relative to the chair. The chair is facing right relative to the camera.,['left'],left,True
A dog is on the left of a cat from the camera's perspective. The cat is facing toward the camera.,['left'],left,True
A dog is on the left of a cat from the camera's perspective. The cat is facing left relative to the camera.,['left'],left,True
A dog is on the left of a cat from the camera's perspective. The cat is facing away from the camera.,['left'],right,False
A dog is on the left of a cat from the camera's perspective. The cat is facing right relative to the camera.,['left'],left,True
A box is outside and to the left of a bus from the bus's perspective. The bus is facing toward the camera.,['right'],left,False
A box is outside and to the left of a bus from the bus's perspective. The bus is facing left relative to the camera.,['front'],left,False
A box is outside and to the left of a bus from the bus's perspective. The bus is facing away from the camera.,['left'],right,False
A box is outside and to the left of a bus from the bus's perspective. The bus is facing right relative to the camera.,['back'],left,False
A water tank is inside and at front of a bus from the camera angle. The bus is facing toward the camera.,['front'],front,True
A water tank is inside and at front of a bus from the camera angle. The bus is facing left relative to the camera.,['front'],front,True
A water tank is inside and at front of a bus from the camera angle. The bus is facing away from the camera.,['front'],front,True
A water tank is inside and at front of a bus from the camera angle. The bus is facing right relative to the camera.,['front'],left,False
A chair is outside and on the right of a car relative to camera. The car is facing toward the camera.,['right'],right,True
A chair is outside and on the right of a car relative to camera. The car is facing left relative to the camera.,['right'],right,True
A chair is outside and on the right of a car relative to camera. The car is facing away from the camera.,['right'],left,False
A chair is outside and on the right of a car relative to camera. The car is facing right relative to the camera.,['right'],right,True
A car is back of a dog from the dog's perspective. The dog is facing toward the camera.,['back'],back,True
A car is back of a dog from the dog's perspective. The dog is facing left relative to the camera.,['right'],right,True
A car is back of a dog from the dog's perspective. The dog is facing away from the camera.,['front'],back,False
A car is back of a dog from the dog's perspective. The dog is facing right relative to the camera.,['left'],left,True
A water tank is inside and at the back of a car from the car's perspective. The car is facing toward the camera.,['back'],back,True
A water tank is inside and at the back of a car from the car's perspective. The car is facing left relative to the camera.,['right'],right,True
A water tank is inside and at the back of a car from the car's perspective. The car is facing away from the camera.,['front'],back,False
A water tank is inside and at the back of a car from the car's perspective. The car is facing right relative to the camera.,['left'],left,True
A deer is in front of a dog relative to the dog. The dog is facing toward the camera.,['front'],front,True
A deer is in front of a dog relative to the dog. The dog is facing left relative to the camera.,['left'],right,False
A deer is in front of a dog relative to the dog. The dog is facing away from the camera.,['back'],front,False
A deer is in front of a dog relative to the dog. The dog is facing right relative to the camera.,['right'],left,False
A container is in front of a car relative to the car. The car is facing toward the camera.,['front'],front,True
A container is in front of a car relative to the car. The car is facing left relative to the camera.,['left'],right,False
A container is in front of a car relative to the car. The car is facing away from the camera.,['back'],front,False
A container is in front of a car relative to the car. The car is facing right relative to the camera.,['right'],left,False
A bag is inside and at the left of a car from the camera angle. The car is facing toward the camera.,['left'],left,True
A bag is inside and at the left of a car from the camera angle. The car is facing left relative to the camera.,['left'],left,True
A bag is inside and at the left of a car from the camera angle. The car is facing away from the camera.,['left'],right,False
A bag is inside and at the left of a car from the camera angle. The car is facing right relative to the camera.,['left'],left,True
A chicken is to the right of a sheep relative to the sheep. The sheep is facing toward the camera.,['left'],right,False
A chicken is to the right of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['back'],right,False
A chicken is to the right of a sheep relative to the sheep. The sheep is facing away from the camera.,['right'],right,True
A chicken is to the right of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['front'],right,False
A chicken is outside and to the right of a bus from the bus's perspective. The bus is facing toward the camera.,['left'],right,False
A chicken is outside and to the right of a bus from the bus's perspective. The bus is facing left relative to the camera.,['back'],right,False
A chicken is outside and to the right of a bus from the bus's perspective. The bus is facing away from the camera.,['right'],left,False
A chicken is outside and to the right of a bus from the bus's perspective. The bus is facing right relative to the camera.,['front'],left,False
A chair is back of a deer relative to the deer. The deer is facing toward the camera.,['back'],back,True
A chair is back of a deer relative to the deer. The deer is facing left relative to the camera.,['right'],right,True
A chair is back of a deer relative to the deer. The deer is facing away from the camera.,['front'],back,False
A chair is back of a deer relative to the deer. The deer is facing right relative to the camera.,['left'],left,True
A chicken is on the left of a bicycle relative to camera. The bicycle is facing toward the camera.,['left'],left,True
A chicken is on the left of a bicycle relative to camera. The bicycle is facing left relative to the camera.,['left'],right,False
A chicken is on the left of a bicycle relative to camera. The bicycle is facing away from the camera.,['left'],left,True
A chicken is on the left of a bicycle relative to camera. The bicycle is facing right relative to the camera.,['left'],left,True
A water tank is on the right of a car relative to the car. The car is facing toward the camera.,['left'],right,False
A water tank is on the right of a car relative to the car. The car is facing left relative to the camera.,['back'],left,False
A water tank is on the right of a car relative to the car. The car is facing away from the camera.,['right'],left,False
A water tank is on the right of a car relative to the car. The car is facing right relative to the camera.,['front'],left,False
A chair is outside and behind a car from my point of view. The car is facing toward me.,['back'],back,True
A chair is outside and behind a car from my point of view. The car is facing left relative to me.,['back'],right,False
A chair is outside and behind a car from my point of view. The car is facing away from me.,['back'],back,True
A chair is outside and behind a car from my point of view. The car is facing right relative to me.,['back'],left,False
A dog is on the left of a chair from the camera angle. The chair is facing toward the camera.,['left'],left,True
A dog is on the left of a chair from the camera angle. The chair is facing left relative to the camera.,['left'],left,True
A dog is on the left of a chair from the camera angle. The chair is facing away from the camera.,['left'],left,True
A dog is on the left of a chair from the camera angle. The chair is facing right relative to the camera.,['left'],left,True
A tree is in front of a car from the car's perspective. The car is facing toward the camera.,['front'],back,False
A tree is in front of a car from the car's perspective. The car is facing left relative to the camera.,['left'],right,False
A tree is in front of a car from the car's perspective. The car is facing away from the camera.,['back'],left,False
A tree is in front of a car from the car's perspective. The car is facing right relative to the camera.,['right'],left,False
A chair is in front of a sheep relative to the sheep. The sheep is facing toward the camera.,['front'],front,True
A chair is in front of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['left'],right,False
A chair is in front of a sheep relative to the sheep. The sheep is facing away from the camera.,['back'],front,False
A chair is in front of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['right'],front,False
A container is on the right of a horse from the camera angle. The horse is facing toward the camera.,['right'],right,True
A container is on the right of a horse from the camera angle. The horse is facing left relative to the camera.,['right'],left,False
A container is on the right of a horse from the camera angle. The horse is facing away from the camera.,['right'],left,False
A container is on the right of a horse from the camera angle. The horse is facing right relative to the camera.,['right'],left,False
A suitcase is on the right of a deer from the deer's perspective. The deer is facing toward the camera.,['left'],left,True
A suitcase is on the right of a deer from the deer's perspective. The deer is facing left relative to the camera.,['back'],left,False
A suitcase is on the right of a deer from the deer's perspective. The deer is facing away from the camera.,['right'],left,False
A suitcase is on the right of a deer from the deer's perspective. The deer is facing right relative to the camera.,['front'],left,False
A box is on the right of a container and outside of the container.,['right'],right,True
A container is on the right of a cat from my perspective. The cat is facing toward me.,['right'],left,False
A container is on the right of a cat from my perspective. The cat is facing left relative to me.,['right'],left,False
A container is on the right of a cat from my perspective. The cat is facing away from me.,['right'],left,False
A container is on the right of a cat from my perspective. The cat is facing right relative to me.,['right'],left,False
A container is in front of a cat relative to the cat. The cat is facing toward the camera.,['front'],front,True
A container is in front of a cat relative to the cat. The cat is facing left relative to the camera.,['left'],right,False
A container is in front of a cat relative to the cat. The cat is facing away from the camera.,['back'],front,False
A container is in front of a cat relative to the cat. The cat is facing right relative to the camera.,['right'],left,False
A water tank is in front of a chair from the camera's perspective. The chair is facing toward the camera.,['front'],front,True
A water tank is in front of a chair from the camera's perspective. The chair is facing left relative to the camera.,['front'],right,False
A water tank is in front of a chair from the camera's perspective. The chair is facing away from the camera.,['front'],front,True
A water tank is in front of a chair from the camera's perspective. The chair is facing right relative to the camera.,['front'],left,False
A cat is to the right of a dog from the dog's perspective. The dog is facing toward the camera.,['left'],left,True
A cat is to the right of a dog from the dog's perspective. The dog is facing left relative to the camera.,['back'],right,False
A cat is to the right of a dog from the dog's perspective. The dog is facing away from the camera.,['right'],left,False
A cat is to the right of a dog from the dog's perspective. The dog is facing right relative to the camera.,['front'],left,False
A bench is to the right of a bicycle from my point of view. The bicycle is facing toward me.,['right'],left,False
A bench is to the right of a bicycle from my point of view. The bicycle is facing left relative to me.,['right'],right,True
A bench is to the right of a bicycle from my point of view. The bicycle is facing away from me.,['right'],left,False
A bench is to the right of a bicycle from my point of view. The bicycle is facing right relative to me.,['right'],left,False
A dog is on the left of a sheep relative to the sheep. The sheep is facing toward the camera.,['right'],left,False
A dog is on the left of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['front'],left,False
A dog is on the left of a sheep relative to the sheep. The sheep is facing away from the camera.,['left'],right,False
A dog is on the left of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['back'],left,False
A dog is on the left of a suitcase.,['left'],left,True
An umbrella is to the left of a bicycle relative to the bicycle. The bicycle is facing toward the camera.,['right'],left,False
An umbrella is to the left of a bicycle relative to the bicycle. The bicycle is facing left relative to the camera.,['front'],left,False
An umbrella is to the left of a bicycle relative to the bicycle. The bicycle is facing away from the camera.,['left'],left,True
An umbrella is to the left of a bicycle relative to the bicycle. The bicycle is facing right relative to the camera.,['back'],left,False
A tree is on the right of a horse from the horse's perspective. The horse is facing toward the camera.,['left'],left,True
A tree is on the right of a horse from the horse's perspective. The horse is facing left relative to the camera.,['back'],left,False
A tree is on the right of a horse from the horse's perspective. The horse is facing away from the camera.,['right'],left,False
A tree is on the right of a horse from the horse's perspective. The horse is facing right relative to the camera.,['front'],left,False
A deer is on the left of a suitcase.,['left'],left,True
A tree is on the left of a container and outside of the container.,['left'],left,True
A chicken is to the left of a deer from the camera's perspective. The deer is facing toward the camera.,['left'],right,False
A chicken is to the left of a deer from the camera's perspective. The deer is facing left relative to the camera.,['left'],right,False
A chicken is to the left of a deer from the camera's perspective. The deer is facing away from the camera.,['left'],left,True
A chicken is to the left of a deer from the camera's perspective. The deer is facing right relative to the camera.,['left'],left,True
A container is on the right of a bus from the bus's perspective. The bus is facing toward the camera.,['left'],left,True
A container is on the right of a bus from the bus's perspective. The bus is facing left relative to the camera.,['back'],left,False
A container is on the right of a bus from the bus's perspective. The bus is facing away from the camera.,['right'],left,False
A container is on the right of a bus from the bus's perspective. The bus is facing right relative to the camera.,['front'],left,False
A horse is to the right of a bicycle from my perspective. The bicycle is facing toward me.,['right'],right,True
A horse is to the right of a bicycle from my perspective. The bicycle is facing left relative to me.,['right'],right,True
A horse is to the right of a bicycle from my perspective. The bicycle is facing away from me.,['right'],left,False
A horse is to the right of a bicycle from my perspective. The bicycle is facing right relative to me.,['right'],left,False
A sheep is to the right of a bench relative to the bench. The bench is facing toward the camera.,['left'],right,False
A sheep is to the right of a bench relative to the bench. The bench is facing left relative to the camera.,['back'],right,False
A sheep is to the right of a bench relative to the bench. The bench is facing away from the camera.,['right'],right,True
A sheep is to the right of a bench relative to the bench. The bench is facing right relative to the camera.,['front'],right,False
A container is back of a deer from the camera's perspective. The deer is facing toward the camera.,['back'],back,True
A container is back of a deer from the camera's perspective. The deer is facing left relative to the camera.,['back'],right,False
A container is back of a deer from the camera's perspective. The deer is facing away from the camera.,['back'],back,True
A container is back of a deer from the camera's perspective. The deer is facing right relative to the camera.,['back'],left,False
A cow is outside and on the right of a bus from the camera's perspective. The bus is facing toward the camera.,['right'],right,True
A cow is outside and on the right of a bus from the camera's perspective. The bus is facing left relative to the camera.,['right'],right,True
A cow is outside and on the right of a bus from the camera's perspective. The bus is facing away from the camera.,['right'],right,True
A cow is outside and on the right of a bus from the camera's perspective. The bus is facing right relative to the camera.,['right'],left,False
A chair is behind a bag.,['back'],back,True
A bench is in front of a cow relative to the cow. The cow is facing toward the camera.,['front'],front,True
A bench is in front of a cow relative to the cow. The cow is facing left relative to the camera.,['left'],right,False
A bench is in front of a cow relative to the cow. The cow is facing away from the camera.,['back'],front,False
A bench is in front of a cow relative to the cow. The cow is facing right relative to the camera.,['right'],left,False
A sheep is to the right of a horse from my perspective. The horse is facing toward me.,['right'],right,True
A sheep is to the right of a horse from my perspective. The horse is facing left relative to me.,['right'],left,False
A sheep is to the right of a horse from my perspective. The horse is facing away from me.,['right'],left,False
A sheep is to the right of a horse from my perspective. The horse is facing right relative to me.,['right'],left,False
A box is in front of a cat from the camera's perspective. The cat is facing toward the camera.,['front'],front,True
A box is in front of a cat from the camera's perspective. The cat is facing left relative to the camera.,['front'],front,True
A box is in front of a cat from the camera's perspective. The cat is facing away from the camera.,['front'],back,False
A box is in front of a cat from the camera's perspective. The cat is facing right relative to the camera.,['front'],left,False
A chair is inside and at the back of a car relative to the car. The car is facing toward the camera.,['back'],back,True
A chair is inside and at the back of a car relative to the car. The car is facing left relative to the camera.,['right'],right,True
A chair is inside and at the back of a car relative to the car. The car is facing away from the camera.,['front'],back,False
A chair is inside and at the back of a car relative to the car. The car is facing right relative to the camera.,['left'],left,True
A container is back of a water tank.,['back'],back,True
A horse is behind a chair relative to the chair. The chair is facing toward the camera.,['back'],back,True
A horse is behind a chair relative to the chair. The chair is facing left relative to the camera.,['right'],right,True
A horse is behind a chair relative to the chair. The chair is facing away from the camera.,['front'],back,False
A horse is behind a chair relative to the chair. The chair is facing right relative to the camera.,['left'],left,True
A suitcase is on the right of a bicycle from the camera's perspective. The bicycle is facing toward the camera.,['right'],right,True
A suitcase is on the right of a bicycle from the camera's perspective. The bicycle is facing left relative to the camera.,['right'],right,True
A suitcase is on the right of a bicycle from the camera's perspective. The bicycle is facing away from the camera.,['right'],right,True
A suitcase is on the right of a bicycle from the camera's perspective. The bicycle is facing right relative to the camera.,['right'],left,False
A suitcase is behind a chair from the camera's perspective. The chair is facing toward the camera.,['back'],front,False
A suitcase is behind a chair from the camera's perspective. The chair is facing left relative to the camera.,['back'],back,True
A suitcase is behind a chair from the camera's perspective. The chair is facing away from the camera.,['back'],back,True
A suitcase is behind a chair from the camera's perspective. The chair is facing right relative to the camera.,['back'],left,False
A horse is in front of a chair from my perspective. The chair is facing toward me.,['front'],front,True
A horse is in front of a chair from my perspective. The chair is facing left relative to me.,['front'],left,False
A horse is in front of a chair from my perspective. The chair is facing away from me.,['front'],front,True
A horse is in front of a chair from my perspective. The chair is facing right relative to me.,['front'],left,False
A fire hydrant is on the left of a bench from my perspective. The bench is facing toward me.,['left'],left,True
A fire hydrant is on the left of a bench from my perspective. The bench is facing left relative to me.,['left'],left,True
A fire hydrant is on the left of a bench from my perspective. The bench is facing away from me.,['left'],right,False
A fire hydrant is on the left of a bench from my perspective. The bench is facing right relative to me.,['left'],left,True
A suitcase is outside and behind a bus from the camera's perspective. The bus is facing toward the camera.,['back'],back,True
A suitcase is outside and behind a bus from the camera's perspective. The bus is facing left relative to the camera.,['back'],right,False
A suitcase is outside and behind a bus from the camera's perspective. The bus is facing away from the camera.,['back'],back,True
A suitcase is outside and behind a bus from the camera's perspective. The bus is facing right relative to the camera.,['back'],left,False
A bag is behind a suitcase.,['back'],back,True
A chair is inside and at front of a car relative to the car. The car is facing toward the camera.,['front'],front,True
A chair is inside and at front of a car relative to the car. The car is facing left relative to the camera.,['left'],left,True
A chair is inside and at front of a car relative to the car. The car is facing away from the camera.,['back'],front,False
A chair is inside and at front of a car relative to the car. The car is facing right relative to the camera.,['right'],right,True
A car is in front of a bench from the camera's perspective. The bench is facing toward the camera.,['front'],front,True
A car is in front of a bench from the camera's perspective. The bench is facing left relative to the camera.,['front'],right,False
A car is in front of a bench from the camera's perspective. The bench is facing away from the camera.,['front'],front,True
A car is in front of a bench from the camera's perspective. The bench is facing right relative to the camera.,['front'],front,True
A sheep is behind a chicken from the chicken's perspective. The chicken is facing toward the camera.,['back'],left,False
A sheep is behind a chicken from the chicken's perspective. The chicken is facing left relative to the camera.,['right'],right,True
A sheep is behind a chicken from the chicken's perspective. The chicken is facing away from the camera.,['front'],left,False
A sheep is behind a chicken from the chicken's perspective. The chicken is facing right relative to the camera.,['left'],left,True
A container is back of a car from my perspective. The car is facing toward me.,['back'],back,True
A container is back of a car from my perspective. The car is facing left relative to me.,['back'],right,False
A container is back of a car from my perspective. The car is facing away from me.,['back'],front,False
A container is back of a car from my perspective. The car is facing right relative to me.,['back'],back,True
An umbrella is inside and at the right of a bus from the bus's perspective. The bus is facing toward the camera.,['left'],left,True
An umbrella is inside and at the right of a bus from the bus's perspective. The bus is facing left relative to the camera.,['back'],right,False
An umbrella is inside and at the right of a bus from the bus's perspective. The bus is facing away from the camera.,['right'],left,False
An umbrella is inside and at the right of a bus from the bus's perspective. The bus is facing right relative to the camera.,['front'],left,False
A water tank is in front of a car from my point of view. The car is facing toward me.,['front'],back,False
A water tank is in front of a car from my point of view. The car is facing left relative to me.,['front'],left,False
A water tank is in front of a car from my point of view. The car is facing away from me.,['front'],front,True
A water tank is in front of a car from my point of view. The car is facing right relative to me.,['front'],left,False
A water tank is in front of a bicycle relative to the bicycle. The bicycle is facing toward the camera.,['front'],front,True
A water tank is in front of a bicycle relative to the bicycle. The bicycle is facing left relative to the camera.,['left'],right,False
A water tank is in front of a bicycle relative to the bicycle. The bicycle is facing away from the camera.,['back'],back,True
A water tank is in front of a bicycle relative to the bicycle. The bicycle is facing right relative to the camera.,['right'],left,False
A bicycle is back of a water tank.,['back'],back,True
A water tank is behind a chair relative to the chair. The chair is facing toward the camera.,['back'],back,True
A water tank is behind a chair relative to the chair. The chair is facing left relative to the camera.,['right'],right,True
A water tank is behind a chair relative to the chair. The chair is facing away from the camera.,['front'],back,False
A water tank is behind a chair relative to the chair. The chair is facing right relative to the camera.,['left'],left,True
An umbrella is in front of a dog relative to the dog. The dog is facing toward the camera.,['front'],front,True
An umbrella is in front of a dog relative to the dog. The dog is facing left relative to the camera.,['left'],right,False
An umbrella is in front of a dog relative to the dog. The dog is facing away from the camera.,['back'],front,False
An umbrella is in front of a dog relative to the dog. The dog is facing right relative to the camera.,['right'],left,False
A chair is on the left of a fire hydrant.,['left'],left,True
A deer is behind a chicken relative to camera. The chicken is facing toward the camera.,['back'],back,True
A deer is behind a chicken relative to camera. The chicken is facing left relative to the camera.,['back'],back,True
A deer is behind a chicken relative to camera. The chicken is facing away from the camera.,['back'],front,False
A deer is behind a chicken relative to camera. The chicken is facing right relative to the camera.,['back'],left,False
A dog is in front of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['front'],back,False
A dog is in front of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['left'],right,False
A dog is in front of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['back'],front,False
A dog is in front of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['right'],left,False
A bus is on the left of a container inside the container.,['left'],left,True
A container is to the left of a bag.,['left'],left,True
A dog is back of a cow from the cow's perspective. The cow is facing toward the camera.,['back'],back,True
A dog is back of a cow from the cow's perspective. The cow is facing left relative to the camera.,['right'],right,True
A dog is back of a cow from the cow's perspective. The cow is facing away from the camera.,['front'],front,True
A dog is back of a cow from the cow's perspective. The cow is facing right relative to the camera.,['left'],left,True
A fire hydrant is behind an umbrella.,['back'],back,True
A tree is in front of a horse from my point of view. The horse is facing toward me.,['front'],back,False
A tree is in front of a horse from my point of view. The horse is facing left relative to me.,['front'],right,False
A tree is in front of a horse from my point of view. The horse is facing away from me.,['front'],back,False
A tree is in front of a horse from my point of view. The horse is facing right relative to me.,['front'],left,False
An umbrella is outside and behind a car from the camera's perspective. The car is facing toward the camera.,['back'],back,True
An umbrella is outside and behind a car from the camera's perspective. The car is facing left relative to the camera.,['back'],right,False
An umbrella is outside and behind a car from the camera's perspective. The car is facing away from the camera.,['back'],back,True
An umbrella is outside and behind a car from the camera's perspective. The car is facing right relative to the camera.,['back'],left,False
A suitcase is to the right of a bench relative to camera. The bench is facing toward the camera.,['right'],right,True
A suitcase is to the right of a bench relative to camera. The bench is facing left relative to the camera.,['right'],right,True
A suitcase is to the right of a bench relative to camera. The bench is facing away from the camera.,['right'],right,True
A suitcase is to the right of a bench relative to camera. The bench is facing right relative to the camera.,['right'],right,True
A tree is to the left of a suitcase.,['left'],left,True
A car is on the right of a sheep from the sheep's perspective. The sheep is facing toward the camera.,['left'],left,True
A car is on the right of a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['back'],left,False
A car is on the right of a sheep from the sheep's perspective. The sheep is facing away from the camera.,['right'],left,False
A car is on the right of a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['front'],left,False
A chicken is on the right of a sheep from my perspective. The sheep is facing toward me.,['right'],right,True
A chicken is on the right of a sheep from my perspective. The sheep is facing left relative to me.,['right'],left,False
A chicken is on the right of a sheep from my perspective. The sheep is facing away from me.,['right'],left,False
A chicken is on the right of a sheep from my perspective. The sheep is facing right relative to me.,['right'],left,False
A car is in front of a suitcase.,['front'],front,True
A bus is to the right of a cow relative to the cow. The cow is facing toward the camera.,['left'],right,False
A bus is to the right of a cow relative to the cow. The cow is facing left relative to the camera.,['back'],right,False
A bus is to the right of a cow relative to the cow. The cow is facing away from the camera.,['right'],left,False
A bus is to the right of a cow relative to the cow. The cow is facing right relative to the camera.,['front'],left,False
A bag is in front of a cow relative to observer. The cow is facing toward the observer.,['front'],front,True
A bag is in front of a cow relative to observer. The cow is facing left relative to the observer.,['front'],right,False
A bag is in front of a cow relative to observer. The cow is facing away from the observer.,['front'],back,False
A bag is in front of a cow relative to observer. The cow is facing right relative to the observer.,['front'],left,False
A tree is to the right of a dog from my perspective. The dog is facing toward me.,['right'],left,False
A tree is to the right of a dog from my perspective. The dog is facing left relative to me.,['right'],right,True
A tree is to the right of a dog from my perspective. The dog is facing away from me.,['right'],left,False
A tree is to the right of a dog from my perspective. The dog is facing right relative to me.,['right'],left,False
A suitcase is on the right of a water tank.,['right'],right,True
An umbrella is in front of a water tank.,['front'],front,True
A suitcase is back of a container and outside of the container.,['back'],back,True
A deer is in front of a water tank.,['front'],front,True
A cow is on the left of a horse from the horse's perspective. The horse is facing toward the camera.,['right'],right,True
A cow is on the left of a horse from the horse's perspective. The horse is facing left relative to the camera.,['front'],right,False
A cow is on the left of a horse from the horse's perspective. The horse is facing away from the camera.,['left'],right,False
A cow is on the left of a horse from the horse's perspective. The horse is facing right relative to the camera.,['back'],left,False
A water tank is on the right of a deer from the deer's perspective. The deer is facing toward the camera.,['left'],right,False
A water tank is on the right of a deer from the deer's perspective. The deer is facing left relative to the camera.,['back'],left,False
A water tank is on the right of a deer from the deer's perspective. The deer is facing away from the camera.,['right'],left,False
A water tank is on the right of a deer from the deer's perspective. The deer is facing right relative to the camera.,['front'],left,False
A suitcase is behind a cat relative to camera. The cat is facing toward the camera.,['back'],back,True
A suitcase is behind a cat relative to camera. The cat is facing left relative to the camera.,['back'],right,False
A suitcase is behind a cat relative to camera. The cat is facing away from the camera.,['back'],back,True
A suitcase is behind a cat relative to camera. The cat is facing right relative to the camera.,['back'],left,False
A dog is outside and back of a bus relative to camera. The bus is facing toward the camera.,['back'],back,True
A dog is outside and back of a bus relative to camera. The bus is facing left relative to the camera.,['back'],right,False
A dog is outside and back of a bus relative to camera. The bus is facing away from the camera.,['back'],back,True
A dog is outside and back of a bus relative to camera. The bus is facing right relative to the camera.,['back'],left,False
A bicycle is behind a deer from my point of view. The deer is facing toward me.,['back'],back,True
A bicycle is behind a deer from my point of view. The deer is facing left relative to me.,['back'],right,False
A bicycle is behind a deer from my point of view. The deer is facing away from me.,['back'],back,True
A bicycle is behind a deer from my point of view. The deer is facing right relative to me.,['back'],right,False
A water tank is on the right of a chair from the camera's perspective. The chair is facing toward the camera.,['right'],right,True
A water tank is on the right of a chair from the camera's perspective. The chair is facing left relative to the camera.,['right'],right,True
A water tank is on the right of a chair from the camera's perspective. The chair is facing away from the camera.,['right'],left,False
A water tank is on the right of a chair from the camera's perspective. The chair is facing right relative to the camera.,['right'],left,False
A dog is inside and at front of a bus relative to the bus. The bus is facing toward the camera.,['front'],front,True
A dog is inside and at front of a bus relative to the bus. The bus is facing left relative to the camera.,['left'],right,False
A dog is inside and at front of a bus relative to the bus. The bus is facing away from the camera.,['back'],back,True
A dog is inside and at front of a bus relative to the bus. The bus is facing right relative to the camera.,['right'],left,False
An umbrella is behind a chair from my perspective. The chair is facing toward me.,['back'],back,True
An umbrella is behind a chair from my perspective. The chair is facing left relative to me.,['back'],right,False
An umbrella is behind a chair from my perspective. The chair is facing away from me.,['back'],back,True
An umbrella is behind a chair from my perspective. The chair is facing right relative to me.,['back'],left,False
A car is on the right of a tree.,['right'],right,True
A box is outside and in front of a bus from the camera's perspective. The bus is facing toward the camera.,['front'],front,True
A box is outside and in front of a bus from the camera's perspective. The bus is facing left relative to the camera.,['front'],right,False
A box is outside and in front of a bus from the camera's perspective. The bus is facing away from the camera.,['front'],front,True
A box is outside and in front of a bus from the camera's perspective. The bus is facing right relative to the camera.,['front'],left,False
An umbrella is to the left of a fire hydrant.,['left'],left,True
A container is in front of a bus from the bus's perspective. The bus is facing toward the camera.,['front'],back,False
A container is in front of a bus from the bus's perspective. The bus is facing left relative to the camera.,['left'],right,False
A container is in front of a bus from the bus's perspective. The bus is facing away from the camera.,['back'],left,False
A container is in front of a bus from the bus's perspective. The bus is facing right relative to the camera.,['right'],left,False
A bench is on the right of a horse from the horse's perspective. The horse is facing toward the camera.,['left'],left,True
A bench is on the right of a horse from the horse's perspective. The horse is facing left relative to the camera.,['back'],left,False
A bench is on the right of a horse from the horse's perspective. The horse is facing away from the camera.,['right'],left,False
