id,gold_answers,predicted_answer,correct
FRCLTEXT002375_back,back,front,False
FRCLTEXT002375_right,back,left,False
FRCLTEXT002376,front,front,True
FRCLTEXT002377_front,back,back,True
FRCLTEXT002377_left,back,right,False
FRCLTEXT002377_back,back,front,False
FRCLTEXT002377_right,back,left,False
FRCLTEXT002378_front,left,left,True
FRCLTEXT002378_left,left,right,False
FRCLTEXT002378_back,left,right,False
FRCLTEXT002378_right,left,left,True
FRCLTEXT002379_front,left,left,True
FRCLTEXT002379_left,left,front,False
FRCLTEXT002379_back,left,left,True
FRCLTEXT002379_right,left,left,True
FRCLTEXT002380_front,left,right,False
FRCLTEXT002380_left,back,left,False
FRCLTEXT002380_back,right,left,False
FRCLTEXT002380_right,front,right,False
FRCLTEXT002381_front,back,back,True
FRCLTEXT002381_left,back,right,False
FRCLTEXT002381_back,back,front,False
FRCLTEXT002381_right,back,back,True
FRCLTEXT002382_front,back,back,True
FRCLTEXT002382_left,right,right,True
FRCLTEXT002382_back,front,front,True
FRCLTEXT002382_right,left,left,True
FRCLTEXT002383,front,front,True
FRCLTEXT002384_front,back,back,True
FRCLTEXT002384_left,right,right,True
FRCLTEXT002384_back,front,front,True
FRCLTEXT002384_right,left,left,True
FRCLTEXT002385_front,right,right,True
FRCLTEXT002385_left,right,right,True
FRCLTEXT002385_back,right,back,False
FRCLTEXT002385_right,right,right,True
FRCLTEXT002386,left,left,True
FRCLTEXT002387_front,front,front,True
FRCLTEXT002387_left,front,left,False
FRCLTEXT002387_back,front,back,False
FRCLTEXT002387_right,front,front,True
FRCLTEXT002388_front,left,left,True
FRCLTEXT002388_left,left,left,True
FRCLTEXT002388_back,left,left,True
FRCLTEXT002388_right,left,left,True
FRCLTEXT002389_front,right,right,True
FRCLTEXT002389_left,right,right,True
FRCLTEXT002389_back,right,right,True
FRCLTEXT002389_right,right,back,False
FRCLTEXT002390_front,right,left,False
FRCLTEXT002390_left,front,front,True
FRCLTEXT002390_back,left,right,False
FRCLTEXT002390_right,back,left,False
FRCLTEXT002391_front,right,left,False
FRCLTEXT002391_left,front,front,True
FRCLTEXT002391_back,left,right,False
FRCLTEXT002391_right,back,left,False
FRCLTEXT002392_front,back,back,True
FRCLTEXT002392_left,back,back,True
FRCLTEXT002392_back,back,front,False
FRCLTEXT002392_right,back,left,False
FRCLTEXT002393_front,right,left,False
FRCLTEXT002393_left,front,front,True
FRCLTEXT002393_back,left,front,False
FRCLTEXT002393_right,back,left,False
FRCLTEXT002394_front,back,back,True
FRCLTEXT002394_left,right,right,True
FRCLTEXT002394_back,front,front,True
FRCLTEXT002394_right,left,left,True
FRCLTEXT002395_front,back,back,True
FRCLTEXT002395_left,back,right,False
FRCLTEXT002395_back,back,front,False
FRCLTEXT002395_right,back,left,False
FRCLTEXT002396_front,right,left,False
FRCLTEXT002396_left,front,left,False
FRCLTEXT002396_back,left,right,False
FRCLTEXT002396_right,back,left,False
FRCLTEXT002397,back,back,True
FRCLTEXT002398_front,back,back,True
FRCLTEXT002398_left,right,right,True
FRCLTEXT002398_back,front,front,True
FRCLTEXT002398_right,left,left,True
FRCLTEXT002399,back,back,True
FRCLTEXT002400_front,front,front,True
FRCLTEXT002400_left,left,right,False
FRCLTEXT002400_back,back,back,True
FRCLTEXT002400_right,right,left,False
FRCLTEXT002401,front,back,False
FRCLTEXT002402_front,front,front,True
FRCLTEXT002402_left,front,left,False
FRCLTEXT002402_back,front,back,False
FRCLTEXT002402_right,front,front,True
FRCLTEXT002403_front,left,left,True
FRCLTEXT002403_left,left,front,False
FRCLTEXT002403_back,left,left,True
FRCLTEXT002403_right,left,left,True
FRCLTEXT002404_front,right,right,True
FRCLTEXT002404_left,right,back,False
FRCLTEXT002404_back,right,right,True
FRCLTEXT002404_right,right,right,True
FRCLTEXT002405_front,back,back,True
FRCLTEXT002405_left,back,back,True
FRCLTEXT002405_back,back,front,False
FRCLTEXT002405_right,back,left,False
FRCLTEXT002406_front,left,left,True
FRCLTEXT002406_left,left,front,False
FRCLTEXT002406_back,left,left,True
FRCLTEXT002406_right,left,back,False
FRCLTEXT002407,left,left,True
FRCLTEXT002408_front,left,left,True
FRCLTEXT002408_left,left,front,False
FRCLTEXT002408_back,left,right,False
FRCLTEXT002408_right,left,left,True
FRCLTEXT002409_front,right,left,False
FRCLTEXT002409_left,front,left,False
FRCLTEXT002409_back,left,right,False
FRCLTEXT002409_right,back,right,False
FRCLTEXT002410_front,left,left,True
FRCLTEXT002410_left,left,right,False
FRCLTEXT002410_back,left,left,True
FRCLTEXT002410_right,left,left,True
FRCLTEXT002411_front,left,right,False
FRCLTEXT002411_left,back,right,False
FRCLTEXT002411_back,right,left,False
FRCLTEXT002411_right,front,right,False
FRCLTEXT002412_front,left,left,True
FRCLTEXT002412_left,left,front,False
FRCLTEXT002412_back,left,left,True
FRCLTEXT002412_right,left,left,True
FRCLTEXT002413_front,back,back,True
FRCLTEXT002413_left,back,right,False
FRCLTEXT002413_back,back,front,False
FRCLTEXT002413_right,back,left,False
FRCLTEXT002414_front,right,right,True
FRCLTEXT002414_left,right,right,True
FRCLTEXT002414_back,right,left,False
FRCLTEXT002414_right,right,front,False
FRCLTEXT002415,left,left,True
FRCLTEXT002416_front,right,left,False
FRCLTEXT002416_left,front,left,False
FRCLTEXT002416_back,left,right,False
FRCLTEXT002416_right,back,left,False
FRCLTEXT002417_front,right,left,False
FRCLTEXT002417_left,front,left,False
FRCLTEXT002417_back,left,right,False
FRCLTEXT002417_right,back,left,False
FRCLTEXT002418_front,front,front,True
FRCLTEXT002418_left,front,front,True
FRCLTEXT002418_back,front,back,False
FRCLTEXT002418_right,front,front,True
FRCLTEXT002419_front,right,left,False
FRCLTEXT002419_left,front,left,False
FRCLTEXT002419_back,left,right,False
FRCLTEXT002419_right,back,left,False
FRCLTEXT002420_front,front,front,True
FRCLTEXT002420_left,front,right,False
FRCLTEXT002420_back,front,front,True
FRCLTEXT002420_right,front,front,True
FRCLTEXT002421_front,front,front,True
FRCLTEXT002421_left,front,front,True
FRCLTEXT002421_back,front,back,False
FRCLTEXT002421_right,front,left,False
FRCLTEXT002422,left,left,True
FRCLTEXT002423_front,back,back,True
FRCLTEXT002423_left,right,right,True
FRCLTEXT002423_back,front,front,True
FRCLTEXT002423_right,left,left,True
FRCLTEXT002424_front,front,front,True
FRCLTEXT002424_left,front,front,True
FRCLTEXT002424_back,front,front,True
FRCLTEXT002424_right,front,front,True
FRCLTEXT002425_front,right,left,False
FRCLTEXT002425_left,front,front,True
FRCLTEXT002425_back,left,right,False
FRCLTEXT002425_right,back,left,False
FRCLTEXT002426,front,front,True
FRCLTEXT002427,left,right,False
FRCLTEXT002428_front,front,front,True
FRCLTEXT002428_left,front,right,False
FRCLTEXT002428_back,front,back,False
FRCLTEXT002428_right,front,right,False
FRCLTEXT002429_front,front,front,True
FRCLTEXT002429_left,front,left,False
FRCLTEXT002429_back,front,back,False
FRCLTEXT002429_right,front,left,False
FRCLTEXT002430_front,left,left,True
FRCLTEXT002430_left,left,front,False
FRCLTEXT002430_back,left,right,False
FRCLTEXT002430_right,left,left,True
FRCLTEXT002431_front,back,back,True
FRCLTEXT002431_left,right,right,True
FRCLTEXT002431_back,front,front,True
FRCLTEXT002431_right,left,left,True
FRCLTEXT002432_front,front,front,True
FRCLTEXT002432_left,left,left,True
FRCLTEXT002432_back,back,back,True
FRCLTEXT002432_right,right,left,False
FRCLTEXT002433_front,right,right,True
FRCLTEXT002433_left,right,back,False
FRCLTEXT002433_back,right,right,True
FRCLTEXT002433_right,right,front,False
FRCLTEXT002434,front,front,True
FRCLTEXT002435,left,left,True
FRCLTEXT002436,left,left,True
FRCLTEXT002437,front,front,True
FRCLTEXT002438_front,right,left,False
FRCLTEXT002438_left,front,front,True
FRCLTEXT002438_back,left,right,False
FRCLTEXT002438_right,back,left,False
FRCLTEXT002439,left,left,True
FRCLTEXT002440_front,right,right,True
FRCLTEXT002440_left,right,back,False
FRCLTEXT002440_back,right,right,True
FRCLTEXT002440_right,right,back,False
FRCLTEXT002441_front,right,right,True
FRCLTEXT002441_left,right,right,True
FRCLTEXT002441_back,right,left,False
FRCLTEXT002441_right,right,front,False
FRCLTEXT002442_front,back,back,True
FRCLTEXT002442_left,back,right,False
FRCLTEXT002442_back,back,back,True
FRCLTEXT002442_right,back,left,False
FRCLTEXT002443_front,left,right,False
FRCLTEXT002443_left,back,right,False
FRCLTEXT002443_back,right,left,False
FRCLTEXT002443_right,front,right,False
FRCLTEXT002444_front,front,front,True
FRCLTEXT002444_left,front,right,False
FRCLTEXT002444_back,front,back,False
FRCLTEXT002444_right,front,left,False
FRCLTEXT002445_front,back,back,True
FRCLTEXT002445_left,right,right,True
FRCLTEXT002445_back,front,front,True
FRCLTEXT002445_right,left,left,True
FRCLTEXT002446,back,back,True
FRCLTEXT002447_front,front,front,True
FRCLTEXT002447_left,left,right,False
FRCLTEXT002447_back,back,back,True
FRCLTEXT002447_right,right,left,False
FRCLTEXT002448_front,left,right,False
FRCLTEXT002448_left,back,right,False
FRCLTEXT002448_back,right,left,False
FRCLTEXT002448_right,front,right,False
FRCLTEXT002449_front,left,left,True
FRCLTEXT002449_left,left,front,False
FRCLTEXT002449_back,left,right,False
FRCLTEXT002449_right,left,left,True
FRCLTEXT002450_front,right,right,True
FRCLTEXT002450_left,right,back,False
FRCLTEXT002450_back,right,front,False
FRCLTEXT002450_right,right,right,True
FRCLTEXT002451_front,right,right,True
FRCLTEXT002451_left,right,right,True
FRCLTEXT002451_back,right,right,True
FRCLTEXT002451_right,right,right,True
FRCLTEXT002452_front,front,front,True
FRCLTEXT002452_left,front,front,True
FRCLTEXT002452_back,front,back,False
FRCLTEXT002452_right,front,left,False
FRCLTEXT002453_front,back,back,True
FRCLTEXT002453_left,right,right,True
FRCLTEXT002453_back,front,back,False
FRCLTEXT002453_right,left,left,True
FRCLTEXT002454_front,left,left,True
FRCLTEXT002454_left,left,front,False
FRCLTEXT002454_back,left,left,True
FRCLTEXT002454_right,left,back,False
FRCLTEXT002455_front,right,left,False
FRCLTEXT002455_left,right,back,False
FRCLTEXT002455_back,right,right,True
FRCLTEXT002455_right,right,front,False
FRCLTEXT002456_front,back,front,False
FRCLTEXT002456_left,back,right,False
FRCLTEXT002456_back,back,front,False
FRCLTEXT002456_right,back,left,False
FRCLTEXT002457_front,right,right,True
FRCLTEXT002457_left,right,back,False
FRCLTEXT002457_back,right,left,False
FRCLTEXT002457_right,right,back,False
FRCLTEXT002458_front,left,right,False
FRCLTEXT002458_left,back,left,False
FRCLTEXT002458_back,right,left,False
FRCLTEXT002458_right,front,right,False
FRCLTEXT002459_front,front,front,True
FRCLTEXT002459_left,left,right,False
FRCLTEXT002459_back,back,back,True
FRCLTEXT002459_right,right,left,False
FRCLTEXT002460_front,right,left,False
FRCLTEXT002460_left,front,front,True
FRCLTEXT002460_back,left,right,False
FRCLTEXT002460_right,back,front,False
FRCLTEXT002461,front,front,True
FRCLTEXT002462_front,right,left,False
FRCLTEXT002462_left,front,front,True
FRCLTEXT002462_back,left,right,False
FRCLTEXT002462_right,back,front,False
FRCLTEXT002463_front,front,front,True
FRCLTEXT002463_left,left,left,True
FRCLTEXT002463_back,back,back,True
FRCLTEXT002463_right,right,left,False
FRCLTEXT002464_front,left,right,False
FRCLTEXT002464_left,back,right,False
FRCLTEXT002464_back,right,back,False
FRCLTEXT002464_right,front,right,False
FRCLTEXT002465_front,front,front,True
FRCLTEXT002465_left,front,right,False
FRCLTEXT002465_back,front,back,False
FRCLTEXT002465_right,front,right,False
FRCLTEXT002466,back,back,True
FRCLTEXT002467_front,left,right,False
FRCLTEXT002467_left,back,right,False
FRCLTEXT002467_back,right,left,False
FRCLTEXT002467_right,front,front,True
FRCLTEXT002468_front,right,left,False
FRCLTEXT002468_left,front,left,False
FRCLTEXT002468_back,left,right,False
FRCLTEXT002468_right,back,left,False
FRCLTEXT002469_front,front,front,True
FRCLTEXT002469_left,left,right,False
FRCLTEXT002469_back,back,back,True
FRCLTEXT002469_right,right,left,False
FRCLTEXT002470_front,left,left,True
FRCLTEXT002470_left,left,front,False
FRCLTEXT002470_back,left,right,False
FRCLTEXT002470_right,left,left,True
FRCLTEXT002471_front,left,left,True
FRCLTEXT002471_left,left,left,True
FRCLTEXT002471_back,left,left,True
FRCLTEXT002471_right,left,left,True
FRCLTEXT002472_front,left,left,True
FRCLTEXT002472_left,left,front,False
FRCLTEXT002472_back,left,left,True
FRCLTEXT002472_right,left,left,True
FRCLTEXT002473_front,right,left,False
FRCLTEXT002473_left,front,left,False
FRCLTEXT002473_back,left,right,False
FRCLTEXT002473_right,back,left,False
FRCLTEXT002474_front,right,right,True
FRCLTEXT002474_left,right,back,False
FRCLTEXT002474_back,right,right,True
FRCLTEXT002474_right,right,front,False
FRCLTEXT002475,right,right,True
FRCLTEXT002476_front,front,front,True
FRCLTEXT002476_left,front,front,True
FRCLTEXT002476_back,front,back,False
FRCLTEXT002476_right,front,front,True
FRCLTEXT002477_front,front,back,False
FRCLTEXT002477_left,front,front,True
FRCLTEXT002477_back,front,back,False
FRCLTEXT002477_right,front,left,False
FRCLTEXT002478_front,back,back,True
FRCLTEXT002478_left,right,right,True
FRCLTEXT002478_back,front,front,True
FRCLTEXT002478_right,left,left,True
FRCLTEXT002479,right,right,True
FRCLTEXT002480_front,right,left,False
FRCLTEXT002480_left,front,front,True
FRCLTEXT002480_back,left,front,False
FRCLTEXT002480_right,back,left,False
FRCLTEXT002481,front,front,True
FRCLTEXT002482_front,right,right,True
FRCLTEXT002482_left,right,right,True
FRCLTEXT002482_back,right,right,True
FRCLTEXT002482_right,right,front,False
FRCLTEXT002483_front,left,right,False
FRCLTEXT002483_left,back,right,False
FRCLTEXT002483_back,right,left,False
FRCLTEXT002483_right,front,front,True
FRCLTEXT002484_front,right,right,True
FRCLTEXT002484_left,right,right,True
FRCLTEXT002484_back,right,left,False
FRCLTEXT002484_right,right,front,False
FRCLTEXT002485_front,right,right,True
FRCLTEXT002485_left,right,right,True
FRCLTEXT002485_back,right,right,True
FRCLTEXT002485_right,right,right,True
FRCLTEXT002486_front,back,back,True
FRCLTEXT002486_left,back,back,True
FRCLTEXT002486_back,back,front,False
FRCLTEXT002486_right,back,back,True
FRCLTEXT002487,back,back,True
FRCLTEXT002488,left,left,True
FRCLTEXT002489,left,left,True
FRCLTEXT002490_front,back,back,True
FRCLTEXT002490_left,back,back,True
FRCLTEXT002490_back,back,front,False
FRCLTEXT002490_right,back,back,True
FRCLTEXT002491_front,front,back,False
FRCLTEXT002491_left,front,front,True
FRCLTEXT002491_back,front,front,True
FRCLTEXT002491_right,front,front,True
FRCLTEXT002492_front,front,front,True
FRCLTEXT002492_left,left,right,False
FRCLTEXT002492_back,back,back,True
FRCLTEXT002492_right,right,left,False
FRCLTEXT002493_front,back,back,True
FRCLTEXT002493_left,right,right,True
FRCLTEXT002493_back,front,front,True
FRCLTEXT002493_right,left,left,True
FRCLTEXT002494_front,right,right,True
FRCLTEXT002494_left,right,right,True
FRCLTEXT002494_back,right,front,False
FRCLTEXT002494_right,right,back,False
FRCLTEXT002495_front,right,left,False
FRCLTEXT002495_left,front,front,True
FRCLTEXT002495_back,left,right,False
FRCLTEXT002495_right,back,left,False
FRCLTEXT002496_front,back,back,True
FRCLTEXT002496_left,right,right,True
FRCLTEXT002496_back,front,back,False
FRCLTEXT002496_right,left,left,True
FRCLTEXT002497_front,right,left,False
FRCLTEXT002497_left,front,right,False
FRCLTEXT002497_back,left,right,False
FRCLTEXT002497_right,back,left,False
FRCLTEXT002498_front,front,front,True
FRCLTEXT002498_left,left,right,False
FRCLTEXT002498_back,back,back,True
FRCLTEXT002498_right,right,left,False
FRCLTEXT002499_front,right,left,False
FRCLTEXT002499_left,front,front,True
FRCLTEXT002499_back,left,right,False
FRCLTEXT002499_right,back,left,False
FRCLTEXT002500,right,right,True
FRCLTEXT002501_front,left,left,True
FRCLTEXT002501_left,left,front,False
FRCLTEXT002501_back,left,right,False
FRCLTEXT002501_right,left,left,True
FRCLTEXT002502_front,left,right,False
FRCLTEXT002502_left,back,left,False
FRCLTEXT002502_back,right,left,False
FRCLTEXT002502_right,front,right,False
FRCLTEXT002503_front,right,right,True
FRCLTEXT002503_left,right,back,False
FRCLTEXT002503_back,right,left,False
FRCLTEXT002503_right,right,right,True
FRCLTEXT002504_front,back,back,True
FRCLTEXT002504_left,right,right,True
FRCLTEXT002504_back,front,front,True
FRCLTEXT002504_right,left,left,True
FRCLTEXT002505_front,right,right,True
FRCLTEXT002505_left,right,right,True
FRCLTEXT002505_back,right,back,False
FRCLTEXT002505_right,right,right,True
FRCLTEXT002506_front,right,right,True
FRCLTEXT002506_left,right,right,True
FRCLTEXT002506_back,right,back,False
FRCLTEXT002506_right,right,right,True
FRCLTEXT002507_front,left,right,False
FRCLTEXT002507_left,back,right,False
FRCLTEXT002507_back,right,left,False
FRCLTEXT002507_right,front,right,False
FRCLTEXT002508_front,right,right,True
FRCLTEXT002508_left,right,right,True
FRCLTEXT002508_back,right,right,True
FRCLTEXT002508_right,right,front,False
FRCLTEXT002509_front,left,right,False
FRCLTEXT002509_left,back,right,False
FRCLTEXT002509_back,right,left,False
FRCLTEXT002509_right,front,right,False
FRCLTEXT002510_front,right,front,False
FRCLTEXT002510_left,right,front,False
FRCLTEXT002510_back,right,back,False
FRCLTEXT002510_right,right,front,False
FRCLTEXT002511_front,back,back,True
FRCLTEXT002511_left,right,right,True
FRCLTEXT002511_back,front,front,True
FRCLTEXT002511_right,left,left,True
FRCLTEXT002512,back,back,True
FRCLTEXT002513_front,right,right,True
FRCLTEXT002513_left,right,back,False
FRCLTEXT002513_back,right,right,True
FRCLTEXT002513_right,right,front,False
FRCLTEXT002514,front,front,True
FRCLTEXT002515,front,front,True
FRCLTEXT002516_front,front,front,True
FRCLTEXT002516_left,left,left,True
FRCLTEXT002516_back,back,back,True
FRCLTEXT002516_right,right,left,False
FRCLTEXT002517_front,back,back,True
FRCLTEXT002517_left,back,right,False
FRCLTEXT002517_back,back,front,False
FRCLTEXT002517_right,back,left,False
FRCLTEXT002518_front,front,front,True
FRCLTEXT002518_left,front,front,True
FRCLTEXT002518_back,front,back,False
FRCLTEXT002518_right,front,left,False
FRCLTEXT002519_front,right,left,False
FRCLTEXT002519_left,front,front,True
FRCLTEXT002519_back,left,right,False
FRCLTEXT002519_right,back,front,False
FRCLTEXT002520_front,left,right,False
FRCLTEXT002520_left,back,left,False
FRCLTEXT002520_back,right,left,False
FRCLTEXT002520_right,front,right,False
FRCLTEXT002521_front,left,right,False
FRCLTEXT002521_left,back,right,False
FRCLTEXT002521_back,right,front,False
FRCLTEXT002521_right,front,right,False
FRCLTEXT002522_front,back,back,True
FRCLTEXT002522_left,back,right,False
FRCLTEXT002522_back,back,front,False
FRCLTEXT002522_right,back,left,False
FRCLTEXT002523_front,right,right,True
FRCLTEXT002523_left,right,right,True
FRCLTEXT002523_back,right,right,True
FRCLTEXT002523_right,right,right,True
FRCLTEXT002524_front,back,back,True
FRCLTEXT002524_left,right,right,True
FRCLTEXT002524_back,front,front,True
FRCLTEXT002524_right,left,left,True
FRCLTEXT002525_front,left,right,False
FRCLTEXT002525_left,back,left,False
FRCLTEXT002525_back,right,left,False
FRCLTEXT002525_right,front,right,False
FRCLTEXT002526_front,left,left,True
FRCLTEXT002526_left,left,front,False
FRCLTEXT002526_back,left,left,True
FRCLTEXT002526_right,left,left,True
FRCLTEXT002527_front,right,left,False
FRCLTEXT002527_left,front,front,True
FRCLTEXT002527_back,left,right,False
FRCLTEXT002527_right,back,left,False
FRCLTEXT002528_front,front,front,True
FRCLTEXT002528_left,front,left,False
FRCLTEXT002528_back,front,front,True
FRCLTEXT002528_right,front,left,False
FRCLTEXT002529_front,front,back,False
FRCLTEXT002529_left,front,right,False
FRCLTEXT002529_back,front,back,False
FRCLTEXT002529_right,front,left,False
FRCLTEXT002530_front,left,left,True
FRCLTEXT002530_left,left,front,False
FRCLTEXT002530_back,left,right,False
FRCLTEXT002530_right,left,left,True
FRCLTEXT002531,left,left,True
FRCLTEXT002532,right,right,True
FRCLTEXT002533_front,right,right,True
FRCLTEXT002533_left,right,front,False
FRCLTEXT002533_back,right,back,False
FRCLTEXT002533_right,right,right,True
FRCLTEXT002534_front,back,back,True
FRCLTEXT002534_left,right,right,True
FRCLTEXT002534_back,front,front,True
FRCLTEXT002534_right,left,left,True
FRCLTEXT002535_front,left,left,True
FRCLTEXT002535_left,left,front,False
FRCLTEXT002535_back,left,left,True
FRCLTEXT002535_right,left,left,True
FRCLTEXT002536_front,right,left,False
FRCLTEXT002536_left,front,front,True
FRCLTEXT002536_back,left,right,False
FRCLTEXT002536_right,back,front,False
FRCLTEXT002537_front,back,back,True
FRCLTEXT002537_left,back,right,False
FRCLTEXT002537_back,back,front,False
FRCLTEXT002537_right,back,left,False
FRCLTEXT002538_front,left,right,False
FRCLTEXT002538_left,back,right,False
FRCLTEXT002538_back,right,left,False
FRCLTEXT002538_right,front,front,True
FRCLTEXT002539_front,back,back,True
FRCLTEXT002539_left,back,back,True
FRCLTEXT002539_back,back,front,False
FRCLTEXT002539_right,back,left,False
FRCLTEXT002540,back,back,True
FRCLTEXT002541_front,right,left,False
FRCLTEXT002541_left,front,front,True
FRCLTEXT002541_back,left,front,False
FRCLTEXT002541_right,back,left,False
FRCLTEXT002542_front,right,left,False
FRCLTEXT002542_left,front,front,True
FRCLTEXT002542_back,left,right,False
FRCLTEXT002542_right,back,left,False
FRCLTEXT002543_front,back,back,True
FRCLTEXT002543_left,back,back,True
FRCLTEXT002543_back,back,front,False
FRCLTEXT002543_right,back,back,True
FRCLTEXT002544_front,left,right,False
FRCLTEXT002544_left,back,right,False
FRCLTEXT002544_back,right,front,False
FRCLTEXT002544_right,front,right,False
FRCLTEXT002545_front,right,left,False
FRCLTEXT002545_left,front,front,True
FRCLTEXT002545_back,left,right,False
FRCLTEXT002545_right,back,left,False
FRCLTEXT002546_front,left,right,False
FRCLTEXT002546_left,back,right,False
FRCLTEXT002546_back,right,left,False
FRCLTEXT002546_right,front,right,False
FRCLTEXT002547_front,left,right,False
FRCLTEXT002547_left,back,right,False
FRCLTEXT002547_back,right,left,False
FRCLTEXT002547_right,front,right,False
FRCLTEXT002548_front,left,left,True
FRCLTEXT002548_left,left,front,False
FRCLTEXT002548_back,left,right,False
FRCLTEXT002548_right,left,left,True
FRCLTEXT002549_front,back,back,True
FRCLTEXT002549_left,right,right,True
FRCLTEXT002549_back,front,front,True
FRCLTEXT002549_right,left,left,True
FRCLTEXT002550_front,front,front,True
FRCLTEXT002550_left,left,right,False
FRCLTEXT002550_back,back,back,True
FRCLTEXT002550_right,right,left,False
FRCLTEXT002551_front,right,left,False
FRCLTEXT002551_left,front,left,False
FRCLTEXT002551_back,left,right,False
FRCLTEXT002551_right,back,left,False
FRCLTEXT002552_front,back,back,True
FRCLTEXT002552_left,right,right,True
FRCLTEXT002552_back,front,front,True
FRCLTEXT002552_right,left,left,True
FRCLTEXT002553,front,front,True
FRCLTEXT002554,front,front,True
FRCLTEXT002555_front,back,back,True
FRCLTEXT002555_left,right,right,True
FRCLTEXT002555_back,front,front,True
FRCLTEXT002555_right,left,left,True
FRCLTEXT002556,back,back,True
FRCLTEXT002557_front,back,back,True
FRCLTEXT002557_left,right,right,True
FRCLTEXT002557_back,front,front,True
FRCLTEXT002557_right,left,left,True
FRCLTEXT002558_front,right,left,False
FRCLTEXT002558_left,front,left,False
FRCLTEXT002558_back,left,right,False
FRCLTEXT002558_right,back,left,False
FRCLTEXT002559_front,back,back,True
FRCLTEXT002559_left,back,back,True
FRCLTEXT002559_back,back,front,False
FRCLTEXT002559_right,back,left,False
FRCLTEXT002560_front,left,left,True
FRCLTEXT002560_left,left,front,False
FRCLTEXT002560_back,left,left,True
FRCLTEXT002560_right,left,left,True
FRCLTEXT002561_front,front,front,True
FRCLTEXT002561_left,left,right,False
FRCLTEXT002561_back,back,back,True
FRCLTEXT002561_right,right,left,False
FRCLTEXT002562_front,left,right,False
FRCLTEXT002562_left,back,right,False
FRCLTEXT002562_back,right,left,False
FRCLTEXT002562_right,front,right,False
FRCLTEXT002563_front,left,left,True
FRCLTEXT002563_left,left,front,False
FRCLTEXT002563_back,left,left,True
FRCLTEXT002563_right,left,left,True
FRCLTEXT002564_front,left,right,False
FRCLTEXT002564_left,back,right,False
FRCLTEXT002564_back,right,left,False
FRCLTEXT002564_right,front,right,False
FRCLTEXT002565,right,right,True
FRCLTEXT002566_front,right,left,False
FRCLTEXT002566_left,front,right,False
FRCLTEXT002566_back,left,right,False
FRCLTEXT002566_right,back,left,False
FRCLTEXT002567,left,left,True
FRCLTEXT002568,front,front,True
FRCLTEXT002569_front,left,left,True
FRCLTEXT002569_left,left,front,False
FRCLTEXT002569_back,left,right,False
FRCLTEXT002569_right,left,back,False
FRCLTEXT002570_front,right,right,True
FRCLTEXT002570_left,right,right,True
FRCLTEXT002570_back,right,right,True
FRCLTEXT002570_right,right,front,False
FRCLTEXT002571_front,front,front,True
FRCLTEXT002571_left,left,left,True
FRCLTEXT002571_back,back,back,True
FRCLTEXT002571_right,right,left,False
FRCLTEXT002572_front,front,front,True
FRCLTEXT002572_left,left,right,False
FRCLTEXT002572_back,back,back,True
FRCLTEXT002572_right,right,left,False
FRCLTEXT002573_front,right,left,False
FRCLTEXT002573_left,front,front,True
FRCLTEXT002573_back,left,right,False
FRCLTEXT002573_right,back,front,False
FRCLTEXT002574_front,left,left,True
FRCLTEXT002574_left,left,front,False
FRCLTEXT002574_back,left,right,False
FRCLTEXT002574_right,left,left,True
FRCLTEXT002575_front,back,back,True
FRCLTEXT002575_left,back,right,False
FRCLTEXT002575_back,back,front,False
FRCLTEXT002575_right,back,left,False
FRCLTEXT002576_front,back,back,True
FRCLTEXT002576_left,back,back,True
FRCLTEXT002576_back,back,back,True
FRCLTEXT002576_right,back,left,False
FRCLTEXT002577_front,back,back,True
FRCLTEXT002577_left,back,right,False
FRCLTEXT002577_back,back,front,False
FRCLTEXT002577_right,back,back,True
FRCLTEXT002578,right,right,True
FRCLTEXT002579_front,left,right,False
FRCLTEXT002579_left,left,front,False
FRCLTEXT002579_back,left,left,True
FRCLTEXT002579_right,left,left,True
FRCLTEXT002580_front,back,back,True
FRCLTEXT002580_left,right,right,True
FRCLTEXT002580_back,front,front,True
FRCLTEXT002580_right,left,left,True
FRCLTEXT002581_front,right,right,True
FRCLTEXT002581_left,right,right,True
FRCLTEXT002581_back,right,right,True
FRCLTEXT002581_right,right,front,False
FRCLTEXT002582_front,left,right,False
FRCLTEXT002582_left,back,right,False
FRCLTEXT002582_back,right,left,False
FRCLTEXT002582_right,front,front,True
FRCLTEXT002583_front,front,front,True
FRCLTEXT002583_left,front,right,False
FRCLTEXT002583_back,front,back,False
FRCLTEXT002583_right,front,front,True
FRCLTEXT002584_front,left,left,True
FRCLTEXT002584_left,left,front,False
FRCLTEXT002584_back,left,left,True
FRCLTEXT002584_right,left,left,True
FRCLTEXT002585_front,right,right,True
FRCLTEXT002585_left,right,right,True
FRCLTEXT002585_back,right,right,True
FRCLTEXT002585_right,right,front,False
FRCLTEXT002586,left,left,True
FRCLTEXT002587_front,front,front,True
FRCLTEXT002587_left,left,right,False
FRCLTEXT002587_back,back,back,True
FRCLTEXT002587_right,right,left,False
FRCLTEXT002588_front,right,right,True
FRCLTEXT002588_left,right,right,True
FRCLTEXT002588_back,right,left,False
FRCLTEXT002588_right,right,front,False
FRCLTEXT002589_front,front,front,True
FRCLTEXT002589_left,front,right,False
FRCLTEXT002589_back,front,back,False
FRCLTEXT002589_right,front,left,False
FRCLTEXT002590_front,left,left,True
FRCLTEXT002590_left,left,front,False
