id,frame_of_reference_category,gold_answers,predicted_answer,correct
FRCLTEXT002043_front,external intrinsic,right,right,True
FRCLTEXT002043_left,external intrinsic,right,right,True
FRCLTEXT002043_back,external intrinsic,right,right,True
FRCLTEXT002043_right,external intrinsic,right,right,True
FRCLTEXT002044_front,internal relative,front,front,True
FRCLTEXT002044_left,internal relative,left,right,False
FRCLTEXT002044_back,internal relative,back,back,True
FRCLTEXT002044_right,internal relative,right,left,False
FRCLTEXT002046_front,external relative,right,right,True
FRCLTEXT002046_left,external relative,front,front,True
FRCLTEXT002046_back,external relative,left,right,False
FRCLTEXT002046_right,external relative,back,left,False
FRCLTEXT002047_front,external relative,front,front,True
FRCLTEXT002047_left,external relative,left,right,False
FRCLTEXT002047_back,external relative,back,back,True
FRCLTEXT002047_right,external relative,right,left,False
FRCLTEXT002048_front,external relative,left,right,False
FRCLTEXT002048_left,external relative,back,left,False
FRCLTEXT002048_back,external relative,right,left,False
FRCLTEXT002048_right,external relative,front,front,True
FRCLTEXT002049_front,external relative,front,front,True
FRCLTEXT002049_left,external relative,left,right,False
FRCLTEXT002049_back,external relative,back,back,True
FRCLTEXT002049_right,external relative,right,left,False
FRCLTEXT002050_front,external intrinsic,right,right,True
FRCLTEXT002050_left,external intrinsic,right,right,True
FRCLTEXT002050_back,external intrinsic,right,right,True
FRCLTEXT002050_right,external intrinsic,right,right,True
FRCLTEXT002051_front,external intrinsic,left,left,True
FRCLTEXT002051_left,external intrinsic,left,left,True
FRCLTEXT002051_back,external intrinsic,left,left,True
FRCLTEXT002051_right,external intrinsic,left,left,True
FRCLTEXT002052_front,external intrinsic,left,left,True
FRCLTEXT002052_left,external intrinsic,left,left,True
FRCLTEXT002052_back,external intrinsic,left,left,True
FRCLTEXT002052_right,external intrinsic,left,left,True
FRCLTEXT002053_front,external relative,left,right,False
FRCLTEXT002053_left,external relative,back,left,False
FRCLTEXT002053_back,external relative,right,left,False
FRCLTEXT002053_right,external relative,front,front,True
FRCLTEXT002055_front,external intrinsic,back,back,True
FRCLTEXT002055_left,external intrinsic,back,right,False
FRCLTEXT002055_back,external intrinsic,back,back,True
FRCLTEXT002055_right,external intrinsic,back,back,True
FRCLTEXT002056_front,external relative,front,front,True
FRCLTEXT002056_left,external relative,left,right,False
FRCLTEXT002056_back,external relative,back,back,True
FRCLTEXT002056_right,external relative,right,left,False
FRCLTEXT002057_front,external relative,left,right,False
FRCLTEXT002057_left,external relative,back,left,False
FRCLTEXT002057_back,external relative,right,left,False
FRCLTEXT002057_right,external relative,front,right,False
FRCLTEXT002058_front,external relative,left,right,False
FRCLTEXT002058_left,external relative,back,left,False
FRCLTEXT002058_back,external relative,right,left,False
FRCLTEXT002058_right,external relative,front,right,False
FRCLTEXT002059_front,external relative,back,back,True
FRCLTEXT002059_left,external relative,right,right,True
FRCLTEXT002059_back,external relative,front,front,True
FRCLTEXT002059_right,external relative,left,left,True
FRCLTEXT002060_front,internal intrinsic,front,front,True
FRCLTEXT002060_left,internal intrinsic,front,left,False
FRCLTEXT002060_back,internal intrinsic,front,front,True
FRCLTEXT002060_right,internal intrinsic,front,front,True
FRCLTEXT002061_front,external intrinsic,front,front,True
FRCLTEXT002061_left,external intrinsic,front,front,True
FRCLTEXT002061_back,external intrinsic,front,front,True
FRCLTEXT002061_right,external intrinsic,front,front,True
FRCLTEXT002062_front,external intrinsic,right,right,True
FRCLTEXT002062_left,external intrinsic,right,right,True
FRCLTEXT002062_back,external intrinsic,right,right,True
FRCLTEXT002062_right,external intrinsic,right,right,True
FRCLTEXT002063_front,external intrinsic,back,back,True
FRCLTEXT002063_left,external intrinsic,back,back,True
FRCLTEXT002063_back,external intrinsic,back,back,True
FRCLTEXT002063_right,external intrinsic,back,back,True
FRCLTEXT002065_front,external relative,back,front,False
FRCLTEXT002065_left,external relative,right,right,True
FRCLTEXT002065_back,external relative,front,front,True
FRCLTEXT002065_right,external relative,left,left,True
FRCLTEXT002066_front,external relative,right,left,False
FRCLTEXT002066_left,external relative,front,front,True
FRCLTEXT002066_back,external relative,left,right,False
FRCLTEXT002066_right,external relative,back,front,False
FRCLTEXT002067_front,external relative,front,front,True
FRCLTEXT002067_left,external relative,left,right,False
FRCLTEXT002067_back,external relative,back,back,True
FRCLTEXT002067_right,external relative,right,left,False
FRCLTEXT002068_front,external relative,front,front,True
FRCLTEXT002068_left,external relative,left,right,False
FRCLTEXT002068_back,external relative,back,back,True
FRCLTEXT002068_right,external relative,right,right,True
FRCLTEXT002069_front,external relative,right,left,False
FRCLTEXT002069_left,external relative,front,front,True
FRCLTEXT002069_back,external relative,left,right,False
FRCLTEXT002069_right,external relative,back,left,False
FRCLTEXT002071_front,external intrinsic,back,back,True
FRCLTEXT002071_left,external intrinsic,back,right,False
FRCLTEXT002071_back,external intrinsic,back,back,True
FRCLTEXT002071_right,external intrinsic,back,back,True
FRCLTEXT002072_front,external intrinsic,left,left,True
FRCLTEXT002072_left,external intrinsic,left,left,True
FRCLTEXT002072_back,external intrinsic,left,left,True
FRCLTEXT002072_right,external intrinsic,left,left,True
FRCLTEXT002073_front,external relative,left,right,False
FRCLTEXT002073_left,external relative,back,front,False
FRCLTEXT002073_back,external relative,right,left,False
FRCLTEXT002073_right,external relative,front,right,False
FRCLTEXT002074_front,external relative,back,back,True
FRCLTEXT002074_left,external relative,right,right,True
FRCLTEXT002074_back,external relative,front,front,True
FRCLTEXT002074_right,external relative,left,left,True
FRCLTEXT002076_front,external relative,left,right,False
FRCLTEXT002076_left,external relative,back,back,True
FRCLTEXT002076_back,external relative,right,left,False
FRCLTEXT002076_right,external relative,front,right,False
FRCLTEXT002077_front,external relative,right,left,False
FRCLTEXT002077_left,external relative,front,front,True
FRCLTEXT002077_back,external relative,left,right,False
FRCLTEXT002077_right,external relative,back,left,False
FRCLTEXT002078_front,external relative,back,back,True
FRCLTEXT002078_left,external relative,right,right,True
FRCLTEXT002078_back,external relative,front,front,True
FRCLTEXT002078_right,external relative,left,left,True
FRCLTEXT002079_front,external relative,right,left,False
FRCLTEXT002079_left,external relative,front,front,True
FRCLTEXT002079_back,external relative,left,right,False
FRCLTEXT002079_right,external relative,back,right,False
FRCLTEXT002080_front,external relative,front,front,True
FRCLTEXT002080_left,external relative,left,right,False
FRCLTEXT002080_back,external relative,back,back,True
FRCLTEXT002080_right,external relative,right,left,False
FRCLTEXT002082_front,external relative,right,left,False
FRCLTEXT002082_left,external relative,front,front,True
FRCLTEXT002082_back,external relative,left,right,False
FRCLTEXT002082_right,external relative,back,left,False
FRCLTEXT002084_front,external intrinsic,back,back,True
FRCLTEXT002084_left,external intrinsic,back,right,False
FRCLTEXT002084_back,external intrinsic,back,back,True
FRCLTEXT002084_right,external intrinsic,back,left,False
FRCLTEXT002085_front,external relative,left,right,False
FRCLTEXT002085_left,external relative,back,front,False
FRCLTEXT002085_back,external relative,right,left,False
FRCLTEXT002085_right,external relative,front,front,True
FRCLTEXT002086_front,external intrinsic,front,front,True
FRCLTEXT002086_left,external intrinsic,front,front,True
FRCLTEXT002086_back,external intrinsic,front,front,True
FRCLTEXT002086_right,external intrinsic,front,front,True
FRCLTEXT002087_front,external relative,back,back,True
FRCLTEXT002087_left,external relative,right,right,True
FRCLTEXT002087_back,external relative,front,front,True
FRCLTEXT002087_right,external relative,left,left,True
FRCLTEXT002088_front,external intrinsic,back,back,True
FRCLTEXT002088_left,external intrinsic,back,back,True
FRCLTEXT002088_back,external intrinsic,back,back,True
FRCLTEXT002088_right,external intrinsic,back,back,True
FRCLTEXT002089_front,external intrinsic,back,back,True
FRCLTEXT002089_left,external intrinsic,back,back,True
FRCLTEXT002089_back,external intrinsic,back,back,True
FRCLTEXT002089_right,external intrinsic,back,back,True
FRCLTEXT002091_front,external intrinsic,front,front,True
FRCLTEXT002091_left,external intrinsic,front,front,True
FRCLTEXT002091_back,external intrinsic,front,front,True
FRCLTEXT002091_right,external intrinsic,front,front,True
FRCLTEXT002092_front,external relative,back,back,True
FRCLTEXT002092_left,external relative,right,right,True
FRCLTEXT002092_back,external relative,front,front,True
FRCLTEXT002092_right,external relative,left,left,True
FRCLTEXT002093_front,external intrinsic,front,front,True
FRCLTEXT002093_left,external intrinsic,front,front,True
FRCLTEXT002093_back,external intrinsic,front,front,True
FRCLTEXT002093_right,external intrinsic,front,front,True
FRCLTEXT002094_front,external intrinsic,right,right,True
FRCLTEXT002094_left,external intrinsic,right,right,True
FRCLTEXT002094_back,external intrinsic,right,right,True
FRCLTEXT002094_right,external intrinsic,right,right,True
FRCLTEXT002095_front,external relative,left,right,False
FRCLTEXT002095_left,external relative,back,left,False
FRCLTEXT002095_back,external relative,right,left,False
FRCLTEXT002095_right,external relative,front,front,True
FRCLTEXT002097_front,internal relative,right,left,False
FRCLTEXT002097_left,internal relative,front,right,False
FRCLTEXT002097_back,internal relative,left,right,False
FRCLTEXT002097_right,internal relative,back,front,False
FRCLTEXT002098_front,external intrinsic,back,back,True
FRCLTEXT002098_left,external intrinsic,back,back,True
FRCLTEXT002098_back,external intrinsic,back,back,True
FRCLTEXT002098_right,external intrinsic,back,left,False
FRCLTEXT002101_front,external relative,front,front,True
FRCLTEXT002101_left,external relative,left,right,False
FRCLTEXT002101_back,external relative,back,back,True
FRCLTEXT002101_right,external relative,right,left,False
FRCLTEXT002102_front,external relative,right,left,False
FRCLTEXT002102_left,external relative,front,front,True
FRCLTEXT002102_back,external relative,left,right,False
FRCLTEXT002102_right,external relative,back,front,False
FRCLTEXT002103_front,external relative,front,front,True
FRCLTEXT002103_left,external relative,left,right,False
FRCLTEXT002103_back,external relative,back,back,True
FRCLTEXT002103_right,external relative,right,left,False
FRCLTEXT002105_front,external relative,left,right,False
FRCLTEXT002105_left,external relative,back,front,False
FRCLTEXT002105_back,external relative,right,left,False
FRCLTEXT002105_right,external relative,front,right,False
FRCLTEXT002106_front,external intrinsic,right,right,True
FRCLTEXT002106_left,external intrinsic,right,right,True
FRCLTEXT002106_back,external intrinsic,right,right,True
FRCLTEXT002106_right,external intrinsic,right,right,True
FRCLTEXT002107_front,external intrinsic,left,left,True
FRCLTEXT002107_left,external intrinsic,left,left,True
FRCLTEXT002107_back,external intrinsic,left,left,True
FRCLTEXT002107_right,external intrinsic,left,left,True
FRCLTEXT002109_front,external intrinsic,right,right,True
FRCLTEXT002109_left,external intrinsic,right,right,True
FRCLTEXT002109_back,external intrinsic,right,right,True
FRCLTEXT002109_right,external intrinsic,right,right,True
FRCLTEXT002110_front,external intrinsic,front,front,True
FRCLTEXT002110_left,external intrinsic,front,front,True
FRCLTEXT002110_back,external intrinsic,front,front,True
FRCLTEXT002110_right,external intrinsic,front,front,True
FRCLTEXT002111_front,external relative,right,left,False
FRCLTEXT002111_left,external relative,front,front,True
FRCLTEXT002111_back,external relative,left,right,False
FRCLTEXT002111_right,external relative,back,front,False
FRCLTEXT002112_front,external relative,back,back,True
FRCLTEXT002112_left,external relative,right,right,True
FRCLTEXT002112_back,external relative,front,front,True
FRCLTEXT002112_right,external relative,left,left,True
FRCLTEXT002113_front,external intrinsic,left,left,True
FRCLTEXT002113_left,external intrinsic,left,front,False
FRCLTEXT002113_back,external intrinsic,left,left,True
FRCLTEXT002113_right,external intrinsic,left,left,True
FRCLTEXT002114_front,external relative,right,left,False
FRCLTEXT002114_left,external relative,front,front,True
FRCLTEXT002114_back,external relative,left,right,False
FRCLTEXT002114_right,external relative,back,front,False
FRCLTEXT002115_front,external relative,left,right,False
FRCLTEXT002115_left,external relative,back,left,False
FRCLTEXT002115_back,external relative,right,left,False
FRCLTEXT002115_right,external relative,front,right,False
FRCLTEXT002118_front,external intrinsic,right,right,True
FRCLTEXT002118_left,external intrinsic,right,right,True
FRCLTEXT002118_back,external intrinsic,right,right,True
FRCLTEXT002118_right,external intrinsic,right,right,True
FRCLTEXT002119_front,external relative,back,back,True
FRCLTEXT002119_left,external relative,right,right,True
FRCLTEXT002119_back,external relative,front,front,True
FRCLTEXT002119_right,external relative,left,left,True
FRCLTEXT002120_front,external intrinsic,back,back,True
FRCLTEXT002120_left,external intrinsic,back,back,True
FRCLTEXT002120_back,external intrinsic,back,back,True
FRCLTEXT002120_right,external intrinsic,back,back,True
FRCLTEXT002123_front,external relative,back,back,True
FRCLTEXT002123_left,external relative,right,right,True
FRCLTEXT002123_back,external relative,front,front,True
FRCLTEXT002123_right,external relative,left,left,True
FRCLTEXT002124_front,external relative,right,right,True
FRCLTEXT002124_left,external relative,front,front,True
FRCLTEXT002124_back,external relative,left,right,False
FRCLTEXT002124_right,external relative,back,right,False
FRCLTEXT002125_front,external relative,front,front,True
FRCLTEXT002125_left,external relative,left,right,False
FRCLTEXT002125_back,external relative,back,back,True
FRCLTEXT002125_right,external relative,right,left,False
FRCLTEXT002127_front,external relative,front,front,True
FRCLTEXT002127_left,external relative,left,right,False
FRCLTEXT002127_back,external relative,back,back,True
FRCLTEXT002127_right,external relative,right,left,False
FRCLTEXT002128_front,external intrinsic,back,back,True
FRCLTEXT002128_left,external intrinsic,back,right,False
FRCLTEXT002128_back,external intrinsic,back,back,True
FRCLTEXT002128_right,external intrinsic,back,back,True
FRCLTEXT002129_front,external intrinsic,left,left,True
FRCLTEXT002129_left,external intrinsic,left,left,True
FRCLTEXT002129_back,external intrinsic,left,left,True
FRCLTEXT002129_right,external intrinsic,left,left,True
FRCLTEXT002130_front,internal relative,left,right,False
FRCLTEXT002130_left,internal relative,back,left,False
FRCLTEXT002130_back,internal relative,right,left,False
FRCLTEXT002130_right,internal relative,front,right,False
FRCLTEXT002132_front,external relative,back,back,True
FRCLTEXT002132_left,external relative,right,right,True
FRCLTEXT002132_back,external relative,front,front,True
FRCLTEXT002132_right,external relative,left,left,True
FRCLTEXT002133_front,external intrinsic,front,front,True
FRCLTEXT002133_left,external intrinsic,front,left,False
FRCLTEXT002133_back,external intrinsic,front,front,True
FRCLTEXT002133_right,external intrinsic,front,right,False
FRCLTEXT002134_front,external intrinsic,front,front,True
FRCLTEXT002134_left,external intrinsic,front,left,False
FRCLTEXT002134_back,external intrinsic,front,back,False
FRCLTEXT002134_right,external intrinsic,front,front,True
FRCLTEXT002135_front,external relative,left,right,False
FRCLTEXT002135_left,external relative,back,left,False
FRCLTEXT002135_back,external relative,right,left,False
FRCLTEXT002135_right,external relative,front,right,False
FRCLTEXT002136_front,external relative,right,right,True
FRCLTEXT002136_left,external relative,front,left,False
FRCLTEXT002136_back,external relative,left,right,False
FRCLTEXT002136_right,external relative,back,left,False
FRCLTEXT002137_front,external intrinsic,back,back,True
FRCLTEXT002137_left,external intrinsic,back,back,True
FRCLTEXT002137_back,external intrinsic,back,back,True
FRCLTEXT002137_right,external intrinsic,back,left,False
FRCLTEXT002138_front,external relative,front,front,True
FRCLTEXT002138_left,external relative,left,right,False
FRCLTEXT002138_back,external relative,back,back,True
FRCLTEXT002138_right,external relative,right,left,False
FRCLTEXT002139_front,external relative,front,front,True
FRCLTEXT002139_left,external relative,left,right,False
FRCLTEXT002139_back,external relative,back,back,True
FRCLTEXT002139_right,external relative,right,left,False
FRCLTEXT002141_front,external relative,front,front,True
FRCLTEXT002141_left,external relative,left,right,False
FRCLTEXT002141_back,external relative,back,back,True
FRCLTEXT002141_right,external relative,right,left,False
FRCLTEXT002143_front,internal relative,right,left,False
FRCLTEXT002143_left,internal relative,front,front,True
FRCLTEXT002143_back,internal relative,left,right,False
FRCLTEXT002143_right,internal relative,back,right,False
FRCLTEXT002144_front,external intrinsic,back,back,True
FRCLTEXT002144_left,external intrinsic,back,right,False
FRCLTEXT002144_back,external intrinsic,back,back,True
FRCLTEXT002144_right,external intrinsic,back,back,True
FRCLTEXT002145_front,external relative,front,front,True
FRCLTEXT002145_left,external relative,left,right,False
FRCLTEXT002145_back,external relative,back,back,True
FRCLTEXT002145_right,external relative,right,left,False
FRCLTEXT002147_front,external intrinsic,left,left,True
FRCLTEXT002147_left,external intrinsic,left,left,True
FRCLTEXT002147_back,external intrinsic,left,left,True
FRCLTEXT002147_right,external intrinsic,left,left,True
FRCLTEXT002148_front,external relative,right,left,False
FRCLTEXT002148_left,external relative,front,front,True
FRCLTEXT002148_back,external relative,left,right,False
FRCLTEXT002148_right,external relative,back,right,False
FRCLTEXT002149_front,external relative,front,front,True
FRCLTEXT002149_left,external relative,left,right,False
FRCLTEXT002149_back,external relative,back,back,True
FRCLTEXT002149_right,external relative,right,left,False
FRCLTEXT002151_front,external intrinsic,left,left,True
FRCLTEXT002151_left,external intrinsic,left,left,True
FRCLTEXT002151_back,external intrinsic,left,left,True
FRCLTEXT002151_right,external intrinsic,left,left,True
FRCLTEXT002153_front,internal intrinsic,right,right,True
FRCLTEXT002153_left,internal intrinsic,right,right,True
FRCLTEXT002153_back,internal intrinsic,right,right,True
FRCLTEXT002153_right,internal intrinsic,right,right,True
FRCLTEXT002154_front,external intrinsic,front,front,True
FRCLTEXT002154_left,external intrinsic,front,front,True
FRCLTEXT002154_back,external intrinsic,front,front,True
FRCLTEXT002154_right,external intrinsic,front,front,True
FRCLTEXT002157_front,external relative,right,left,False
FRCLTEXT002157_left,external relative,front,front,True
FRCLTEXT002157_back,external relative,left,right,False
FRCLTEXT002157_right,external relative,back,left,False
FRCLTEXT002158_front,external relative,right,left,False
FRCLTEXT002158_left,external relative,front,front,True
FRCLTEXT002158_back,external relative,left,right,False
FRCLTEXT002158_right,external relative,back,left,False
FRCLTEXT002164_front,external relative,right,left,False
FRCLTEXT002164_left,external relative,front,front,True
FRCLTEXT002164_back,external relative,left,right,False
FRCLTEXT002164_right,external relative,back,left,False
FRCLTEXT002167_front,external intrinsic,left,left,True
FRCLTEXT002167_left,external intrinsic,left,left,True
FRCLTEXT002167_back,external intrinsic,left,left,True
FRCLTEXT002167_right,external intrinsic,left,left,True
FRCLTEXT002168_front,external relative,back,back,True
FRCLTEXT002168_left,external relative,right,right,True
FRCLTEXT002168_back,external relative,front,front,True
FRCLTEXT002168_right,external relative,left,left,True
FRCLTEXT002170_front,external intrinsic,left,left,True
FRCLTEXT002170_left,external intrinsic,left,left,True
FRCLTEXT002170_back,external intrinsic,left,left,True
FRCLTEXT002170_right,external intrinsic,left,left,True
FRCLTEXT002172_front,external relative,right,left,False
FRCLTEXT002172_left,external relative,front,front,True
FRCLTEXT002172_back,external relative,left,right,False
FRCLTEXT002172_right,external relative,back,left,False
FRCLTEXT002173_front,external relative,right,right,True
FRCLTEXT002173_left,external relative,front,front,True
FRCLTEXT002173_back,external relative,left,right,False
FRCLTEXT002173_right,external relative,back,right,False
FRCLTEXT002174_front,external intrinsic,front,front,True
FRCLTEXT002174_left,external intrinsic,front,front,True
FRCLTEXT002174_back,external intrinsic,front,front,True
FRCLTEXT002174_right,external intrinsic,front,front,True
FRCLTEXT002175_front,external intrinsic,right,right,True
FRCLTEXT002175_left,external intrinsic,right,back,False
FRCLTEXT002175_back,external intrinsic,right,right,True
FRCLTEXT002175_right,external intrinsic,right,right,True
FRCLTEXT002176_front,external intrinsic,left,left,True
FRCLTEXT002176_left,external intrinsic,left,front,False
FRCLTEXT002176_back,external intrinsic,left,left,True
FRCLTEXT002176_right,external intrinsic,left,left,True
FRCLTEXT002177_front,external relative,left,left,True
FRCLTEXT002177_left,external relative,back,back,True
FRCLTEXT002177_back,external relative,right,left,False
FRCLTEXT002177_right,external relative,front,right,False
FRCLTEXT002178_front,external relative,left,right,False
FRCLTEXT002178_left,external relative,back,left,False
FRCLTEXT002178_back,external relative,right,left,False
FRCLTEXT002178_right,external relative,front,front,True
FRCLTEXT002179_front,external relative,right,left,False
FRCLTEXT002179_left,external relative,front,front,True
FRCLTEXT002179_back,external relative,left,right,False
FRCLTEXT002179_right,external relative,back,left,False
FRCLTEXT002181_front,external intrinsic,right,right,True
FRCLTEXT002181_left,external intrinsic,right,right,True
FRCLTEXT002181_back,external intrinsic,right,right,True
FRCLTEXT002181_right,external intrinsic,right,right,True
FRCLTEXT002182_front,external intrinsic,right,right,True
FRCLTEXT002182_left,external intrinsic,right,right,True
FRCLTEXT002182_back,external intrinsic,right,right,True
FRCLTEXT002182_right,external intrinsic,right,right,True
FRCLTEXT002183_front,external intrinsic,front,front,True
FRCLTEXT002183_left,external intrinsic,front,front,True
FRCLTEXT002183_back,external intrinsic,front,front,True
FRCLTEXT002183_right,external intrinsic,front,front,True
FRCLTEXT002185_front,external intrinsic,back,back,True
FRCLTEXT002185_left,external intrinsic,back,back,True
FRCLTEXT002185_back,external intrinsic,back,back,True
FRCLTEXT002185_right,external intrinsic,back,back,True
FRCLTEXT002186_front,external relative,front,front,True
FRCLTEXT002186_left,external relative,left,right,False
FRCLTEXT002186_back,external relative,back,back,True
FRCLTEXT002186_right,external relative,right,left,False
FRCLTEXT002187_front,external intrinsic,left,left,True
FRCLTEXT002187_left,external intrinsic,left,left,True
FRCLTEXT002187_back,external intrinsic,left,left,True
FRCLTEXT002187_right,external intrinsic,left,left,True
FRCLTEXT002188_front,external intrinsic,left,left,True
FRCLTEXT002188_left,external intrinsic,left,left,True
FRCLTEXT002188_back,external intrinsic,left,left,True
FRCLTEXT002188_right,external intrinsic,left,left,True
FRCLTEXT002189_front,external relative,front,front,True
FRCLTEXT002189_left,external relative,left,right,False
FRCLTEXT002189_back,external relative,back,back,True
FRCLTEXT002189_right,external relative,right,left,False
FRCLTEXT002190_front,external intrinsic,left,left,True
FRCLTEXT002190_left,external intrinsic,left,left,True
FRCLTEXT002190_back,external intrinsic,left,left,True
FRCLTEXT002190_right,external intrinsic,left,left,True
FRCLTEXT002192_front,external intrinsic,left,left,True
FRCLTEXT002192_left,external intrinsic,left,left,True
FRCLTEXT002192_back,external intrinsic,left,left,True
FRCLTEXT002192_right,external intrinsic,left,left,True
FRCLTEXT002193_front,external intrinsic,front,front,True
FRCLTEXT002193_left,external intrinsic,front,front,True
FRCLTEXT002193_back,external intrinsic,front,front,True
FRCLTEXT002193_right,external intrinsic,front,front,True
FRCLTEXT002195_front,external intrinsic,left,left,True
FRCLTEXT002195_left,external intrinsic,left,front,False
FRCLTEXT002195_back,external intrinsic,left,left,True
FRCLTEXT002195_right,external intrinsic,left,left,True
FRCLTEXT002199_front,external intrinsic,right,right,True
FRCLTEXT002199_left,external intrinsic,right,right,True
FRCLTEXT002199_back,external intrinsic,right,right,True
FRCLTEXT002199_right,external intrinsic,right,right,True
FRCLTEXT002202_front,external relative,front,front,True
FRCLTEXT002202_left,external relative,left,right,False
FRCLTEXT002202_back,external relative,back,back,True
FRCLTEXT002202_right,external relative,right,left,False
FRCLTEXT002205_front,external relative,right,left,False
FRCLTEXT002205_left,external relative,front,front,True
FRCLTEXT002205_back,external relative,left,front,False
FRCLTEXT002205_right,external relative,back,front,False
FRCLTEXT002206_front,external relative,left,right,False
FRCLTEXT002206_left,external relative,back,right,False
FRCLTEXT002206_back,external relative,right,left,False
FRCLTEXT002206_right,external relative,front,front,True
FRCLTEXT002207_front,external intrinsic,right,right,True
FRCLTEXT002207_left,external intrinsic,right,right,True
FRCLTEXT002207_back,external intrinsic,right,right,True
FRCLTEXT002207_right,external intrinsic,right,front,False
FRCLTEXT002208_front,external intrinsic,back,back,True
FRCLTEXT002208_left,external intrinsic,back,back,True
FRCLTEXT002208_back,external intrinsic,back,back,True
FRCLTEXT002208_right,external intrinsic,back,back,True
FRCLTEXT002211_front,external relative,right,left,False
FRCLTEXT002211_left,external relative,front,front,True
FRCLTEXT002211_back,external relative,left,right,False
FRCLTEXT002211_right,external relative,back,front,False
FRCLTEXT002212_front,external relative,left,left,True
FRCLTEXT002212_left,external relative,back,left,False
FRCLTEXT002212_back,external relative,right,left,False
FRCLTEXT002212_right,external relative,front,front,True
FRCLTEXT002213_front,external intrinsic,front,front,True
FRCLTEXT002213_left,external intrinsic,front,front,True
FRCLTEXT002213_back,external intrinsic,front,front,True
FRCLTEXT002213_right,external intrinsic,front,front,True
FRCLTEXT002214_front,external relative,front,front,True
FRCLTEXT002214_left,external relative,left,right,False
FRCLTEXT002214_back,external relative,back,back,True
FRCLTEXT002214_right,external relative,right,right,True
FRCLTEXT002216_front,external relative,front,front,True
FRCLTEXT002216_left,external relative,left,right,False
FRCLTEXT002216_back,external relative,back,back,True
FRCLTEXT002216_right,external relative,right,left,False
FRCLTEXT002218_front,external intrinsic,right,right,True
FRCLTEXT002218_left,external intrinsic,right,back,False
FRCLTEXT002218_back,external intrinsic,right,right,True
FRCLTEXT002218_right,external intrinsic,right,front,False
FRCLTEXT002220_front,external intrinsic,back,back,True
FRCLTEXT002220_left,external intrinsic,back,back,True
FRCLTEXT002220_back,external intrinsic,back,back,True
FRCLTEXT002220_right,external intrinsic,back,left,False
FRCLTEXT002224_front,external intrinsic,right,right,True
FRCLTEXT002224_left,external intrinsic,right,right,True
FRCLTEXT002224_back,external intrinsic,right,right,True
FRCLTEXT002224_right,external intrinsic,right,right,True
FRCLTEXT002225_front,external intrinsic,front,front,True
FRCLTEXT002225_left,external intrinsic,front,front,True
FRCLTEXT002225_back,external intrinsic,front,front,True
FRCLTEXT002225_right,external intrinsic,front,front,True
FRCLTEXT002226_front,external intrinsic,front,front,True
FRCLTEXT002226_left,external intrinsic,front,front,True
FRCLTEXT002226_back,external intrinsic,front,front,True
FRCLTEXT002226_right,external intrinsic,front,front,True
FRCLTEXT002227_front,external intrinsic,front,front,True
FRCLTEXT002227_left,external intrinsic,front,front,True
FRCLTEXT002227_back,external intrinsic,front,front,True
FRCLTEXT002227_right,external intrinsic,front,front,True
FRCLTEXT002228_front,external intrinsic,left,left,True
FRCLTEXT002228_left,external intrinsic,left,front,False
FRCLTEXT002228_back,external intrinsic,left,left,True
FRCLTEXT002228_right,external intrinsic,left,left,True
FRCLTEXT002232_front,external relative,front,front,True
FRCLTEXT002232_left,external relative,left,right,False
FRCLTEXT002232_back,external relative,back,back,True
FRCLTEXT002232_right,external relative,right,left,False
FRCLTEXT002234_front,external intrinsic,front,front,True
FRCLTEXT002234_left,external intrinsic,front,front,True
FRCLTEXT002234_back,external intrinsic,front,front,True
FRCLTEXT002234_right,external intrinsic,front,front,True
FRCLTEXT002235_front,external intrinsic,left,left,True
FRCLTEXT002235_left,external intrinsic,left,left,True
FRCLTEXT002235_back,external intrinsic,left,left,True
FRCLTEXT002235_right,external intrinsic,left,left,True
FRCLTEXT002236_front,external relative,front,front,True
FRCLTEXT002236_left,external relative,left,right,False
FRCLTEXT002236_back,external relative,back,back,True
FRCLTEXT002236_right,external relative,right,left,False
FRCLTEXT002237_front,external relative,right,left,False
FRCLTEXT002237_left,external relative,front,front,True
FRCLTEXT002237_back,external relative,left,right,False
FRCLTEXT002237_right,external relative,back,left,False
FRCLTEXT002239_front,external intrinsic,front,front,True
FRCLTEXT002239_left,external intrinsic,front,front,True
FRCLTEXT002239_back,external intrinsic,front,front,True
FRCLTEXT002239_right,external intrinsic,front,front,True
FRCLTEXT002241_front,external intrinsic,right,right,True
FRCLTEXT002241_left,external intrinsic,right,right,True
FRCLTEXT002241_back,external intrinsic,right,right,True
FRCLTEXT002241_right,external intrinsic,right,right,True
FRCLTEXT002242_front,external relative,right,right,True
FRCLTEXT002242_left,external relative,front,front,True
FRCLTEXT002242_back,external relative,left,right,False
FRCLTEXT002242_right,external relative,back,right,False
FRCLTEXT002243_front,external relative,back,front,False
FRCLTEXT002243_left,external relative,right,right,True
FRCLTEXT002243_back,external relative,front,front,True
FRCLTEXT002243_right,external relative,left,left,True
FRCLTEXT002244_front,external relative,right,left,False
FRCLTEXT002244_left,external relative,front,front,True
FRCLTEXT002244_back,external relative,left,right,False
FRCLTEXT002244_right,external relative,back,left,False
FRCLTEXT002245_front,external relative,left,right,False
FRCLTEXT002245_left,external relative,back,left,False
FRCLTEXT002245_back,external relative,right,left,False
FRCLTEXT002245_right,external relative,front,right,False
